Exportaciones por Inciso Arancelario;;;;;;;;;;;;;;;;;;;;;;;;
Comercio General;;;;;;;;;;;;;;;;;;;;;;;;
Período: 2002 - 2025;;;;;;;;;;;;;;;;;;;;;;;;
-Cifras en US dólares-;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
Numero de Inciso;2002;2003;2004;2005;2006;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;2021;2022;2023;2024;2025 p/
90274000;2.700 ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
90275000;606;358;1507;2257;0;21907;1856;69895;4984;14892;80570;15466;2875;2206;68012;0;0;0;0;0;0;0;0;0 
9027500000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;34885;41361;98632;148931;1825293;59181;104299;106523;31833
90278000;369702;331542;555183;189820;235510;8553;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0 
90278010;0;0;0;0;0;344272;229536;197228;2700;1105;324;0;4796;0;0;0;0;0;0;0;0;0;0;0
9027801000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5000;0;0;0;0;0;0;0;0
90278090;0;0;0;0;0;159419;68013;120435;333663;435743;158536;273753;356151;706417;371289;0;0;0;0;0;0;0;0;0 
9027809000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;420535;193649;265340;491585;458566;418262;583935;1180337;791217
9027810000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4279;0
9027891000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;262;0;1.747 ;0 
9027899000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;123961;31120;95333;31447
90279010;0;0;0;0;0;2.060 ;390 ;14768;702 ;733 ;0;16.709 ;4.807 ;0;0;0;0;0;0;0;0;0;0;0
9027901000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4082;286;0;0;2.731 ;3.767 ;3061;19043;15730
90279090;70930;30472;35000;28186;55916;71.312 ;53.909 ;51.646 ;66.241 ;120.895 ;124.738 ;186.445 ;228.357 ;219.935 ;234.855 ;0;0;0;0;0;0;0;0;0
9027909000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;320.222 ;226.131 ;118.056 ;66.697 ;146.141 ;414.741 ;267.841 ;463.028 ;230.705 
90281000;16824;16824;13353;2896;1841;6143;0;0;0;0;8211;17166;16254;24491;4390;0;0;0;0;0;0;0;0;0 
9028100000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8526;0;1400;9727;4880;8876;19588;213417;34638
90282000;80596;9018;0;0;615;16800;0;28998;21142;19423;57101;11884;49076;56283;12029;0;0;0;0;0;0;0;0;0 
9028200000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15151;85989;16093;39645;43453;87679;58759;44895;45580
90283010;0;11957;0;2020;279;0;2178;288;116883;17547;9844;0;0;140093;788;0;0;0;0;0;0;0;0;0 
9028301000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20642;0;0;110775;43665;175864;72911;6234;14810
90283090;0;35;62042;30779;28.775 ;7.954 ;361;26204;3735;36695;28.686 ;110166;105375;13390;7866;0;0;0;0;0;0;0;0;0
9028309000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;44007;31.917 ;2530;2852;16309;64070;256.716 ;6.178 ;74.742 
90289000;24;0;1.365 ;0;884 ;0;3.717 ;252 ;0;1000;172492;19492;1577;5072;2598;0;0;0;0;0;0;0;0;0
9028900000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4458;1825;7.274 ;2985;1678;12142;2461;5936;1470
90291000;0;713;403 ;367;3581;1423;2.692 ;7213;8139;4529;36.677 ;15690;14398;31783;66132;0;0;0;0;0;0;0;0;0
9029100000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;51746;45540;36732;6545;9023;5777;8972;7370;9784
90292000;40;4393;1353;2333;2636;1853;21267;8578;6693;16800;16508;22595;7640;8161;7921;0;0;0;0;0;0;0;0;0 
9029200000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1662;1123;14513;3445;10750;32923;10006;1731;8083
90299000;198;0;276;1481;472;49;0;290;440;375;850;305;1475;3028;35;0;0;0;0;0;0;0;0;0 
9029900000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.653 ;4193;8.720 ;12570;2927;90422;1951;2308;280
90301000;0;0;1379;2600;500;2.930 ;7.300 ;1405;0;82926;0;47073;86500;2557;22928;0;0;0;0;0;0;0;0;0
9030100000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3685;0;2439;0;0;0;67;1016;2109
90302000;47;20.000 ;1600;0;0;30;0;4;1.280 ;0;0;773 ;1.530 ;4.158 ;0;0;0;0;0;0;0;0;0;0
9030200000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3925;0;104;0;0;0;569 ;353 ;0 
90303100;43680;8676;0;119 ;0;0;1751;1004;696;47541;377035;431820;383561;508266;413317;0;0;0;0;0;0;0;0;0
9030310000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;535511;533037;547029;507015;731615;566742;578481;404208;171914
90303200;0;0;0;0;0;157;45;5661;50769;875;75;390;3428;16195;1344;0;0;0;0;0;0;0;0;0 
9030320000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;991;173350;1053;2979;3450;44933;16955;12563;6740
90303300;0;0;0;0;0;20;85591;4184;25003;163;1171;3182;3603;15264;9359;0;0;0;0;0;0;0;0;0
9030330000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;17594;2255;14087;6260;10247;1146;1278;45576;9975
90303900;157114;413444;539538;479026;479660;442.146 ;252864;214.498 ;260.545 ;306923;40.802 ;26032;28.820 ;94465;11.909 ;0;0;0;0;0;0;0;0;0
9030390000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;17460;227757;365276;124224;95.140 ;35.993 ;29.872 ;20.266 ;140.151 
90304000;7357;4070;7185;13507;7086;30579;22410;18.732 ;12947;22.831 ;11.945 ;13184;125824;30.689 ;5986;0;0;0;0;0;0;0;0;0
9030400000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;212 ;15331;964;2370;18313;36420;23.755 ;19.726 ;17.161 
90308200;0;0;0;0;0;12.974 ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
90308300;45272;64993;32015;12007;30816;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0 
90308400;0;0;0;0;0;1.281 ;37;668 ;0;0;0;31747;4979;1.500 ;27.665 ;0;0;0;0;0;0;0;0;0
9030840000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;98038;800 ;25301;8.138 ;4.998 ;94760;38925;127660;15745
90308900;619;3715;700 ;1.838 ;755;5269;35856;71700;44.901 ;81352;42036;96559;83354;183459;28767;0;0;0;0;0;0;0;0;0
9030890000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;78.324 ;53.021 ;74.176 ;55.289 ;78748;47675;119.229 ;221.050 ;57.267 
90309000;20 ;65 ;0;500 ;0;68 ;7.117 ;321 ;948 ;473 ;16.029 ;21.281 ;1 ;1.239 ;585 ;0;0;0;0;0;0;0;0;0
9030900000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2.594 ;59.815 ;3.144 ;45 ;1.142.169 ;1.798 ;12.478 ;10.973 ;1.909 
90311000;8 ;0;7 ;579 ;0;1.000 ;1.000 ;500 ;54.306 ;15.608 ;4.779 ;2.522 ;0;10.374 ;550 ;0;0;0;0;0;0;0;0;0
9031100000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15.868 ;6.495 ;12.935 ;147.150 ;69.677 ;32.642 ;7.652 ;20.227 ;19.956 
90312000;524;235;1736;0;0;0;16137;200;200;898;78707;4500;250;1837;3500;0;0;0;0;0;0;0;0;0 
9031200000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;70;4500;0;0;0;0;71.454 ;20.241 ;5.000 
90314100;0;0;0;0;0;8.910 ;0;0;0;0;0;3.640 ;0;0;0;0;0;0;0;0;0;0;0;0
9031410000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9.759 ;0;0;0;1.747 
90314900;1923;0;0;700;16;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0 
90314910;0;0;0;0;0;0;0;0;0;0;0;250;0;0;0;0;0;0;0;0;0;0;0;0 
9031491000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2633;0;0;64;0;0;0;0;0
90314990;0;0;0;0;0;0;0;94.635 ;5.154 ;90;0;470;59.351 ;41492;33.164 ;0;0;0;0;0;0;0;0;0
9031499000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15225;11223;8796;7678;3384;9498;7.440 ;41.227 ;78.216 
90318000;56417;28128;10570;53371;16333;61510;73942;137262;22235;67982;104268;123553;113911;51888;283846;0;0;0;0;0;0;0;0;0 
9031800000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;235454;69927;324871;159959;194021;232705;223685;287289;611958
90319000;5396;0;6917;0;0;5893;6676;10000;9380;13322;27875;24758;21921;17890;29503;0;0;0;0;0;0;0;0;0 
9031900000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;61.829 ;14418;26795;4460;15711;32072;97641;13763;45052
90321000;36332;4443;4324;2934;22567;13972;32781;42733;15524;15692;40109;16490;70568;276969;263742;0;0;0;0;0;0;0;0;0 
9032100000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;26.601 ;61907;77188;31991;45913;68211;37236;74150;30650
90322000;121;291;158;161;0;0;660;1653;5358;8683;12950;2340;1859;3129;2952;0;0;0;0;0;0;0;0;0 
9032200000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.548 ;2797;2696;652;11579;5083;6961;12606;10267
90328100;250;0;3041;0;0;0;0;0;0;1112;596;780;5010;4500;0;0;0;0;0;0;0;0;0;0 
9032810000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;19.283 ;16339;40341;596;1349;0;815;12468;55282
90328900;496432;83063;112232;153720;54184;63643;77198;72884;173022;482682;141391;234210;139977;140096;149460;12.912 ;0;0;0;0;0;0;0;0 
9032890000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;86.243 ;158371;164974;266497;359310;210328;205419;169680;308902
90329000;493;337;820;10675;63232;11499;8087;6177;5168;2502;400;47294;102187;141564;32397;0;0;0;0;0;0;0;0;0 
9032900000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4.479 ;4067;41668;28034;25812;15860;73171;28925;15808
90330000;37745;16690;14017;211880;31855;57474;31991;7648;156473;120751;11474;66986;26954;19141;44425;0;0;0;0;0;0;0;0;0 
9033000000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;25368;48576;40596;44037;47214;46.742 ;25.614 ;84.767 ;56.657 
91011100;0;3752;11899;0;15995;72822;256;38202;0;6854;65834;41907;9904;0;8226;0;0;0;0;0;0;0;0;0 
9101110000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3.956 ;1377;1497;86;174;146;1717;25;90
91011200;1612;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0 
91011900;202 ;263 ;922 ;6.247 ;2.676 ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
91011910;0;0;0;0;0;0;0;0;0;0;1064;245;0;0;0;0;0;0;0;0;0;0;0;0 
9101191000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;68;0;0;0
91011990;0;0;0;0;0;298;554;33;75;0;13146;31875;324;50;30;0;0;0;0;0;0;0;0;0 
9101199000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.557 ;24477;5270;1686;2839;3656;6959;5287;3517
91012100;0;0;0;0;0;14588;0;0;0;0;8988;1705;250;0;0;0;0;0;0;0;0;0;0;0 
9101210000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;19 ;130;58;14839;59;77;64;17;0
91012900;509;6930;6982;28670;1185;1044;1016;3052;7550;24640;65081;41716;1266;21524;2934;0;0;0;0;0;0;0;0;0 
9101290000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;23448;18509;2598;1093;45435;2530;310;10900
91019100;0;0;0;0;1427;6581;68;20;0;0;9723;491;270;559;0;0;0;0;0;0;0;0;0;0 
9101910000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;52;0;0;0;0
91019900;4421;1553;88217;6824;1687;8775;40634;4411;3264;1807;12028;25849;111;0;9386;0;0;0;0;0;0;0;0;0 
9101990000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;39.062 ;56609;109007;26289;17035;114840;46004;31022;13914
91021100;75;63752;198374;120788;530474;1974400;1326773;1037967;479196;155141;670765;34580;40965;225432;412642;0;0;0;0;0;0;0;0;0 
9102110000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;188.095 ;186184;420110;50383;171937;162518;89883;98635;61239
91021200;0;6156;17666;41718;48566;114159;51520;62455;1409;27740;26939;9007;8801;20;12794;0;0;0;0;0;0;0;0;0 
9102120000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;35.762 ;9600;6049;3730;10695;16012;9654;9018;12865
91021900;2178289;8667;115148;57576;1434;53286;30686;553634;978090;832716;778020;147483;650959;696380;748419;1.238 ;0;0;0;0;0;0;0;0 
9102190000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.379.093 ;810207;233969;190390;95796;16093;16908;15390;20584
91022100;2324;1332;100;1165;30791;174286;0;417;800;9816;800;11130;0;0;84940;0;0;0;0;0;0;0;0;0 
9102210000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;58461;29994;1264;35;499;7;2422;2307;5268
91022900;22182;55246;55130;5696;14896;23.999 ;7.308 ;311.560 ;128.672 ;8.408 ;146.090 ;875.612 ;833.755 ;675.814 ;604 ;0;0;0;0;0;0;0;0;0
9102290000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;18.253 ;16.279 ;1.520 ;41.299 ;153.404 ;518 ;4.756 ;3.162 ;629 
91029100;25;10562;3463;355;21285;382749;0;0;0;0;24432;3012;9964;61563;13988;0;0;0;0;0;0;0;0;0 
9102910000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2.821 ;0;654;20;205;0;1030;0;286
91029900;250873;119981;73782;37397;108872;214661;71686;45992;47152;328885;438863;9493;41781;20000;48336;0;0;0;0;0;0;0;0;0 
9102990000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11.029 ;682206;186546;31823;4163;11681;2441;2884;6098
91031000;5382;78900;160335;52;18854;367;512;297;0;4619;22833;25;0;202;31;0;0;0;0;0;0;0;0;0
9103100000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;81;41;1431;7117;3960;3548;0
91039000;1592;6747;87244;40;47;6543;2263;7465;1780;99;834;669;209;157;6085;0;0;0;0;0;0;0;0;0 
9103900000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;673;559;7132;4997;154;119 ;329 ;187 ;1.465 
91040000;1696;477;0;349;14630;261;0;103;52;892;35;3898;1719;57;0;458;0;0;0;0;0;0;0;0 
9104000000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;108;0;91;91;0;0;0;0
91051100;0;0;0;598;15108;213;2061;105;736;95;27494;4133;10;5;5;0;0;0;0;0;0;0;0;0 
9105110000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;1;560;1502;1278;53;14;0;0
91051900;1552;19;294;77;42;1403;29;73;21;301;699;3365;332;20;1421;0;0;0;0;0;0;0;0;0 
9105190000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;708;125;1248;30;237;3160;421;977
91052100;49;748;8484;11283;1000;5330;2312;8058;2596;359701;184995;69905;11192;5542;58;0;0;0;0;0;0;0;0;0 
9105210000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2691;3;3584;4213;26865;207482;188448;88819;664
91052900;8643;109981;6404;6065;189140;20273;5903;101987;167993;87968;105916;186607;522312;243448;357322;304 ;0;0;0;0;0;0;0;0 
9105290000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;195466;82971;62351;59050;23137;29.089 ;39.582 ;2.626 ;5.467 
91059100;5 ;0;215 ;0;78 ;94 ;0;11 ;18 ;0;719 ;1.180 ;5.078 ;920 ;10 ;0;0;0;0;0;0;0;0;0
9105910000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15 ;618 ;691 ;14.071 ;3.129 ;3.439 ;161 ;788 
91059900;1.142 ;18.407 ;4871;383;2151;75.022 ;14.604 ;5.279 ;12.491 ;11.799 ;26546;47612;25880;37986;37316;0;0;0;0;0;0;0;0;0
9105990000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;31277;6968;2329;6893;5931;5808;6389;2182;681
91061000;120;2173;667;65;47;8400;22537;0;0;660;3087;1580;1200;517;3462;0;0;0;0;0;0;0;0;0
9106100000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;579;15.414 ;995 ;185 ;313 ;114 ;2498;2512;2612
91069000;61;45 ;5.654 ;1.744 ;5.302 ;1.955 ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
9106901000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;980 ;0;0;32 ;0;0;0;0 
91069090;0;0;0;0;0;1635;3469;7587;10393;1433;2251;2554;2985;3068;7063;0;0;0;0;0;0;0;0;0 
9106909000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8910;6514;8448;4369;686;4.800 ;4.552 ;3.128 ;5.273 
91070000;37;365;8053;0;2629;174;9925;30491;26118;15165;529;1377;562;8658;2802;0;0;0;0;0;0;0;0;0 
9107000000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;18029;16877;2243;1556;3384;8208;18906;16634;12111
91081900;0;682;0;0;10;0;0;0;0;0;600;488;0;136;0;0;0;0;0;0;0;0;0;0 
9108190000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;290;0;604;1553;449 ;852 ;1.198 ;0 
91082000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0 
9108900000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;35;0
91091000;0;0;0;0;0;0;0;0;0;0;236;0;0;0;0;0;0;0;0;0;0;0;0;0 
9109100000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4299;500;297;91;607;0;2.316 ;0;0 
91099000;18790;64;0;237;0;72;220;4;0;0;0;977;0;0;0;0;0;0;0;0;0;0;0;0 
9109900000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1957;49;1077;493;7755;0;23;1;0
91101100;0;0;0;0;180;87;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0 
91109000;0;0;8;0;0;0;0;0;0;15408;0;0;0;0;0;0;0;0;0;0;0;0;0;0 
9110900000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;462;0;0;1157;0
91111000;0;0;90;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0 
91112000;1590;0;275;0;0;40;125;86;540;50;25;360;300;0;1200;0;0;0;0;0;0;0;0;0 
9111200000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;30;0;0;68;0;0;0;71 ;0 
91118000;0;65;498;70;25;163;100;150;100;650;555;453;574;1001;110;0;0;0;0;0;0;0;0;0 
9111800000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;117;50;8;954;773;1043;1438;179
91119000;186;0;0;0;0;0;0;13288;0;19;420;0;0;0;0;0;0;0;0;0;0;0;0;0 
9111900000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0
91122000;0;0;0;0;0;0;1470;2429;0;211;0;0;8821;10065;111;0;0;0;0;0;0;0;0;0 
9112200000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2 ;119;165;113;0;184;0;0;0
91132000;3366;0;5961;1533;600;0;0;30;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0 
91139000;411;2707;402;4600;223;5799;0;307;439;0;0;0;5;1102;10;0;0;0;0;0;0;0;0;0 
9113900000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;160;385;1392;113;716 ;327 ;2.531 ;20 
91141000;4.954 ;310 ;1.197 ;410 ;2.243 ;933 ;1.630 ;4.200 ;14.787 ;7815;666;2.878 ;35.530 ;21.622 ;4.795 ;0;0;0;0;0;0;0;0;0
9114100000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;17.103 ;3.486 ;10.787 ;7839;0;0;0;0;0 
91142000;1.143 ;0;0;0;0;0;0;0;0;109 ;0;0;0;0;0;0;0;0;0;0;0;0;0;0
91144000;0;0;80;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0 
91149000;6.230 ;0;15 ;134 ;6.858 ;0;0;59 ;2.879 ;314 ;0;396 ;133 ;1 ;12 ;0;0;0;0;0;0;0;0;0
9114900000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.305 ;470 ;65 ;0;16 
9114901000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;37
92011000;500;0;0;75;4800;1900;259;7129;1427;5951;1482;390;3052;2335;23;0;0;0;0;0;0;0;0;0 
9201100000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5215;7993;2400;3331;2300;2850;3190;1330;1544
92012000;12607;10949;10100;13.550 ;11500;3800;1.190 ;2.270 ;5.475 ;2.700 ;3.290 ;4330;4.850 ;7100;7900;0;0;0;0;0;0;0;0;0
9201200000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;300;0;0;22;0;260;0;0
92019000;722 ;1.444 ;15.587 ;1.410 ;6.734 ;2.577 ;2.893 ;3.012 ;1.582 ;2.728 ;1.345 ;350 ;3.082 ;3.268 ;1.826 ;0;0;0;0;0;0;0;0;0
9201900000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6.574 ;1.125 ;2.768 ;822;4125;1226;1032;332;445
92021000;0;2250;2074;5003;7529;525;2886;217;15;5;43;1228;23082;52274;31211;0;0;0;0;0;0;0;0;0
9202100000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7.321 ;8.429 ;4.426 ;206;47 ;925 ;90 ;35 ;135 
92029010;19555;3632;16641;21404;31286;43771;32520;15336;17220;22635;19306;40719;31227;24085;22724;0;0;0;0;0;0;0;0;0 
9202901000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14482;30772;76385;22311;64579;19766;38.790 ;8.565 ;16.714 
92029090;630;40;1700;3465;387;3533;4872;3266;3091;1987;2611;7409;2385;2149;4862;0;0;0;0;0;0;0;0;0
9202909000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2.631 ;13.310 ;19.570 ;2.738 ;6795;11086;4493;87;150
92030000;154;1005;1381;2454;5072;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0 
92041000;0;140 ;488 ;4.283 ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
92042000;0;0;1.159 ;377 ;370 ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
92051000;250 ;127 ;1 ;8.529 ;28.612 ;10275;21277;13171;27470;20185;18196;55632;13536;27458;11699;0;0;0;0;0;0;0;0;0
9205100000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6144;49862;45047;10832;405;43770;13206;1240;2790
92059000;685;6728;5831;20273;7720;802 ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
92059010;0;0;0;0;0;100;0;250;3000;154;0;100;765;0;510;0;0;0;0;0;0;0;0;0 
9205901000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.094 ;0;0;0;10;2691;0;809;29
92059020;0;0;0;0;0;10749;75;5072;5;915;0;60;3200;0;2881;0;0;0;0;0;0;0;0;0 
9205902000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;7439;1700;70;13;7570;0;0;0
92059030;0;0;0;0;0;541;168;376;128;0;280;0;0;135;1970;0;0;0;0;0;0;0;0;0 
9205903000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6136;373;351;0;0;53;0;0
92059090;0;0;0;0;0;646;822;1166;421;84;820;968;85;2340;777;0;0;0;0;0;0;0;0;0 
9205909000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2369;9096;6758;13089;29503;16197;3499;3861;4226
92060000;8311;21971;27405;46860;101146;94589;120811;118398;103302;94272;41866;76152;111994;102310;100495;0;0;0;0;0;0;0;0;0 
9206000000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;24576;135606;210193;149082;29500;52254;82986;11340;28153
92071000;2971;25960;21029;308;4125;18760;46501;51310;36202;85325;41383;79764;42713;27245;17803;0;0;0;0;0;0;0;0;0 
9207100000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;21665;41449;81990;91333;24792;16804;120308;36320;99691
92079000;7130;3641;12424;15918;43939;54730;142904;29702;43726;30014;15263;33777;28247;17882;35734;129 ;0;0;0;0;0;0;0;0 
9207900000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;54112;49622;217458;81115;63422;19683;224653;6663;42425
92081000;0;377;0;0;0;0;6;0;0;1749;0;779;0;0;2;0;0;0;0;0;0;0;0;0 
9208100000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20 ;0;0;0;3;0;10;0;0
92089000;1050;80;704;436;341;154;285;19;0;5210;444;127;622;991;434;0;0;0;0;0;0;0;0;0 
9208900000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;31.887 ;7777;10030;2002;150;49;268;21;0
92091000;150;0;1119;0;24;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0 
92092000;23;191;0;0;22;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
92093000;0;0;1024;8908;6269;6739;20224;2450;5321;3551;1515;4562;4461;4776;3944;0;0;0;0;0;0;0;0;0 
9209300000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1258;12036;35680;10578;24585;296;0;0;870
92099100;86350;5;0;150;663;180;0;0;0;1030;0;2;20;6;0;0;0;0;0;0;0;0;0;0 
9209910000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;50;8;10
92099200;35;4630;0;7011;3233;4180;1174;377;721;747;169;812;3259;1436;664;0;0;0;0;0;0;0;0;0 
9209920000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2210;5671;23956;4259;4478;2254;1709;30;406
92099300;7866;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0 
92099400;1495;938;1728;11383;7671;5.366 ;38.405 ;8.047 ;4.618 ;10.992 ;9.659 ;13.996 ;5.633 ;5.159 ;7.302 ;0;0;0;0;0;0;0;0;0
9209940000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8.304 ;2.915 ;7.491 ;9.135 ;4.739 ;2.376 ;10.485 ;10.713 ;3.231 
92099900;2614;6480;17354;28335;21667;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
92099910;0;0;0;0;0;7804;0;0;0;208;0;0;0;0;0;0;0;0;0;0;0;0;0;0 
9209991000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;18;16;0;356;0;0
