Exportaciones por Inciso Arancelario;;;;;;;;;;;;;;;;;;;;;;;;
Comercio General;;;;;;;;;;;;;;;;;;;;;;;;
Período: 2002 - 2025;;;;;;;;;;;;;;;;;;;;;;;;
-Cifras en US dólares-;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
Numero de Inciso;2002;2003;2004;2005;2006;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;2021;2022;2023;2024;2025 p/
29161900;384.078 ;186.748 ;152865;207603;224882;250556;216.839 ;306.403 ;235.654 ;239.802 ;397.903 ;353.666 ;536.417 ;518.712 ;640276;0;0;0;0;0;0;0;0;0
2916190000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;548.515 ;876.518 ;903.745 ;752.154 ;726.149 ;747.913 ;741.490 ;548.558 ;604.821 
29162000;78.448 ;122.380 ;143.886 ;160.638 ;74.868 ;0;196354;352884;268971;68238;123368;136595;53328;129011;30723;0;0;0;0;0;0;0;0;0
2916200000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;48591;9038;38523;13360;7327;14176;12269;10174;20337
29163100;20135;49501;65560;119210;131410;149768;201930;151571;257238;194477;144400;149366;199820;206983;133879;0;0;0;0;0;0;0;0;0 
2916310000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;170884;172650;173178;151935;230362;295714;374482;424667;383424
29163200;0;4252;98;0;0;18540;11.528 ;15369;14468;7261;230;2201;7161;617;1746;0;0;0;0;0;0;0;0;0
2916320000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3329;2643;3513;5460;9699;1191;2191;775;1090
29163900;139202;19140;112330;154232;282542;301548;566513;12232;259248;301765;129106;0;0;0;0;0;0;0;0;0;0;0;0;0
29163910;0;0;0;0;0;0;0;0;0;0;0;0;488;0;0;0;0;0;0;0;0;0;0;0
29163990;0;0;0;0;0;0;0;0;0;0;153274;381873;270978;246104;376817;353;0;0;0;0;0;0;0;0
2916399000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;393046;688455;408581;236130;145252;189605;210925;67662;130261
29171100;1149;3878;2108;7447;14621;15548;15181;7353;12391;7505;18169;7128;22458;67766;112;0;0;0;0;0;0;0;0;0
2917110000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9211;4867;3403;12.925 ;5.306 ;16054;28550;27071;2517
29171210;0;0;0;0;0;0;0;0;0;0;0;0;0;1309;0;0;0;0;0;0;0;0;0;0
2917121000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2.773 ;0;0;0;0;11.507 ;0 
29171290;0;0;0;186;0;0;0;0;2848;0;6.352 ;0;0;0;0;0;0;0;0;0;0;0;0;0
2917129000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;474
29171300;0;0;0;0;0;0;796;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2917130000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.569 ;0;0;0;0 
29171400;0;0;139 ;0;0;1903;12007;3978;0;0;0;0;2903;0;0;0;0;0;0;0;0;0;0;0
29171900;3666;24130;9383;32948;45827;113960;87297;54795;154.988 ;162170;227683;197525;246768;129241;125046;0;0;0;0;0;0;0;0;0
2917190000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;149239;225268;145566;130673;265081;364904;301.081 ;208.919 ;272.702 
29172000;0;0;0;0;0;0;0;0;0;0;450;1416;0;0;0;0;0;0;0;0;0;0;0;0
29173210;0;0;0;0;0;4500;0;6550;2200;19642;9240;1680;2350;6352;0;0;0;0;0;0;0;0;0;0
2917321000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7477;7280;23782;1040;0;0;4074;0
29173290;461952;591136;759351;474375;29758;0;41699;0;0;0;0;627;0;0;0;0;0;0;0;0;0;0;0;0 
2917330000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;25912;0;0;0;0;0;0;0;0
29173400;440;0;880;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0 
29173410;0;0;0;0;0;0;0;0;0;2296;0;0;2.996 ;0;7775;0;0;0;0;0;0;0;0;0
2917341000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2.592 ;0;840 ;0;124 ;0;0;0;0 
29173490;0;0;0;0;0;7.406 ;9.290 ;0;0;0;0;2.071 ;0;0;0;0;0;0;0;0;0;0;0;0
2917349000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6.600 ;0;0;0;0;0;11 ;3.075 
2917350000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;252;0;0;0;489;33;0;32
29173900;665345;385;0;0;0;961;856;5158;9313;13202;7881;10110;17231;20939;24158;0;0;0;0;0;0;0;0;0 
2917390000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1007;12707;17442;6243;12340;6601;14268;15215;33222
29181100;10222;6743;126282;159668;245218;284849;359909;257308;166128;247569;253226;390065;300156;237638;466910;0;0;0;0;0;0;0;0;0 
2918110000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;259767;371082;240322;364423;435579;344427;421638;352682;227237
29181200;223;2927;226;4562;6036;1073;1127;2462;7000;18440;16408;4699;6633;13522;15006;0;0;0;0;0;0;0;0;0 
2918120000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8911;14618;7891;5596;11465;145341;5276;3173;8665
29181300;0;0;957;1553;2348;225;300 ;175;4463;1800;8418;8832;14772;18491;25881;0;0;0;0;0;0;0;0;0
2918130000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8777;81.509 ;35713;16819;27694;36483;24710;24730;16661
29181400;53774;119598;144548;165245;100691;275697;831601;537028;508852;726656;402835;532573;371247;481001;432256;0;0;0;0;0;0;0;0;0
2918140000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;332190;323587;362546;397695;1212022;4.144.617 ;1613730;793687;32162139
29181500;8185;75455;32159;111.599 ;8515;13626;24.652 ;33.528 ;53952;125.118 ;121662;107396;125139;140642;160.243 ;0;0;0;0;0;0;0;0;0
2918150000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;162.713 ;142922;124.215 ;178758;372.199 ;605979;591.517 ;435.725 ;319.598 
29181600;36698;27585;42.067 ;6.614 ;12906;13302;7475;2.519 ;19.933 ;98356;98766;154235;290384;198087;221522;0;0;0;0;0;0;0;0;0
2918160000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;224328;249.138 ;361404;393965;235580;283.773 ;280758;199056;202847
2918170000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1003;1267;23;253;163;137;0;0;0
29181900;10902;43007;44062;84768;108162;75543;99010;92345;111549;116584;0;0;0;17178;1226;0;0;0;0;0;0;0;0;0
2918190000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;118917;122728;71503;88774;164440;264147;152520;128622;190388
29181990;0;0;0;0;0;0;0;0;0;0;88440;86898;83876;129921;154395;0;0;0;0;0;0;0;0;0 
29182100;870 ;6486;6.630 ;19.781 ;11.567 ;4.904 ;6.109 ;9.934 ;17.510 ;25.795 ;60.992 ;51.778 ;26.349 ;31.239 ;39.920 ;0;0;0;0;0;0;0;0;0
2918210000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;39.800 ;45.076 ;55.402 ;46.783 ;53.917 ;59.822 ;52.524 ;50.213 ;138.892 
29182200;4.682 ;2.307 ;3.489 ;42.809 ;3.732 ;6.518 ;11.090 ;6.651 ;17.734 ;7.844 ;31.631 ;42.190 ;36.233 ;74.191 ;57.028 ;0;0;0;0;0;0;0;0;0
2918220000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;35.988 ;38.516 ;131.296 ;175.550 ;60.467 ;95.242 ;61.934 ;39.656 ;23.467 
29182300;0;1039;87;1396;734;0;220;0;16614;29373;45349;38423;96406;84581;126830;0;0;0;0;0;0;0;0;0 
2918230000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;140754;172.201 ;279697;290012;247882;225126;156530;175928;208974
29182900;14169;20902;24670;52572;51336;191672;50582;47496;126230;134300;135365;160059;122916;136198;105997;0;0;0;0;0;0;0;0;0 
2918290000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;81502;99145;107233;174885;177305;283351;166338;133074;137444
29183000;299;3153;0;0;0;0;11;11;112500;6129;2956;3310;48735;14405;0;0;0;0;0;0;0;0;0;0
2918300000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13086;27735;12525;41280;51607;74111;41222;28670;42567
29189000;48936;13372;10131;123615;54078;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0 
29189900;0;0;0;0;0;139477;226378;85788;270500;316622;243.596 ;38.281 ;4.363 ;40.593 ;11.745 ;0;0;0;0;0;0;0;0;0
2918990000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;21.423 ;5.708 ;2.256 ;6.530 ;24.571 ;38.798 ;74.406 ;66.552 ;18.202 
29190000;12.161 ;18880;21530;25734;13968;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
29191000;0;0;0;0;0;0;1350;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
29199000;0;0;0;0;0;15623;26004;39214;14526;30.366 ;57542;73793;32411;49694;5912;0;0;0;0;0;0;0;0;0
2919900000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20314;22257;21908;18972;11027;30413;0;484;8527
29201000;198961;191520;41100;37320;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0 
29201100;0;0;0;0;0;5.500 ;0;5.390 ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
29201900;0;0;0;0;0;22505;10500;20986;0;171104;284053;301604;81065;53524;82764;0;0;0;0;0;0;0;0;0 
2920190000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12220;15033;5018;0;0;0;0;0;0
2920290000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1080;816;0;0;0;0
29209000;257.550 ;38.516 ;97.829 ;13.689 ;1.119.347 ;92.815 ;56.213 ;170037;12859;43053;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2920900000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;85;1.100 ;9.915 ;18.986 ;10.708 ;12.800 ;2.450 ;3.137 ;4.832 
29209019;0;0;0;0;0;0;0;0;0;0;16.015 ;11.878 ;13.658 ;0;0;0;0;0;0;0;0;0;0;0
29209020;0;0;0;0;0;0;0;0;0;0;0;16006;77024;0;0;0;0;0;0;0;0;0;0;0 
29211100;0;0;0;0;643 ;0;0;0;145 ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2921110000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;77 ;560 ;323 ;2.575 ;202 ;244 ;127 ;29.948 ;101.000 
2921130000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;788;0
29211900;2.603 ;775 ;1.479 ;1.498 ;14.031 ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
29211910;0;0;0;0;0;0;0;0;4864;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0 
2921191000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8288;0;356
2921192100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;600 ;0 
29211929;0;0;0;0;0;0;0;0;0;0;0;0;0;5 ;0;0;0;0;0;0;0;0;0;0
2921192900;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;447 ;0;0;0;0;245 
29211990;0;0;0;0;0;3.085 ;0;0;585 ;6.859 ;28.200 ;0;1.397 ;870 ;18.202 ;0;0;0;0;0;0;0;0;0
2921199000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15.936 ;16.564 ;43.931 ;78.718 ;113.444 ;116.318 ;103.251 ;76.295 ;98.592 
29212100;0;26.110 ;8.947 ;2.497 ;13.816 ;104.945 ;56.917 ;1.046 ;12.361 ;4.335 ;11.539 ;17.865 ;35.750 ;35.822 ;52.982 ;0;0;0;0;0;0;0;0;0
2921210000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13.813 ;13.408 ;10.319 ;11.373 ;1.244 ;27.324 ;6.996 ;4.978 ;33 
29212200;0;0;0;0;0;0;0;0;0;0;0;0;5019;5889;0;0;0;0;0;0;0;0;0;0
2921220000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;874 ;1.281 ;1.232 ;171 ;2.161 ;0;436 ;0;0 
29212900;0;0;2.464 ;18.810 ;33.789 ;4.102 ;442 ;614 ;73.711 ;116.387 ;27.649 ;37.363 ;48.458 ;8.334 ;8.184 ;0;0;0;0;0;0;0;0;0
2921290000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11.413 ;9.849 ;19.985 ;13.570 ;14.759 ;107.330 ;3.160 ;58.281 ;49.113 
29213000;3275;789;4569;7183;10.980 ;21455;38674;42.837 ;75982;51.212 ;60.274 ;72.587 ;58.217 ;73.971 ;33.449 ;465;0;0;0;0;0;0;0;0
2921300000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;66.996 ;126.455 ;136.867 ;121.403 ;118.252 ;100.149 ;27.274 ;72.693 ;34.896 
29214100;0;2.755 ;4243;0;173;0;0;0;0;0;566;660;274;9139;13557;0;0;0;0;0;0;0;0;0
2921410000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20.243 ;19596;27938;17404;9477;55947;35809;26553;21038
29214200;0;0;0;38833;0;32806;5;893;30019;14413;4990;20814;7383;17300;16089;0;0;0;0;0;0;0;0;0 
2921420000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8.963 ;23801;19774;20282;31888;19971;22326;21929;19194
29214310;3141860;4217974;2316564;1051680;1207437;25215;114300;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0 
29214330;0;0;0;0;0;0;290;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2921439000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2801;0;0;0;0;0;0;0
2921440000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;412 ;313 ;0;55 ;0;0;114 ;358 
2921450000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;111;0;0;0
29214900;0;0;0;4028;0;0;7.875 ;415 ;0;404 ;0;0;0;0;750 ;0;0;0;0;0;0;0;0;0
2921490000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;289 ;0;859 ;0;230 ;0;3.098 ;3.696 ;1.204 
29215100;0;0;75.589 ;86.066 ;0;0;0;12832;24191;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2921510000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;206 ;0;0;0;3302;0;51.680 ;0 
29215900;3157;0;101;0;374;3722;3028;300;1589;0;0;0;1796;0;650;0;0;0;0;0;0;0;0;0
2921590000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;93;193 ;41;1000;916;232;0;5314;3497
29221100;0;1.071 ;0;672;0;32.935 ;3.483 ;2.676 ;27.617 ;7.682 ;3.864 ;7.518 ;928 ;457;0;0;0;0;0;0;0;0;0;0
2922110000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;17.658 ;782 ;117 ;528 ;5.790 ;8.850 ;3.538 ;24.672 ;0 
29221200;317;0;389;1807;28391;9.090 ;9.503 ;4674;16.072 ;1400;8978;2504;10.358 ;51.888 ;46.915 ;0;0;0;0;0;0;0;0;0
2922120000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;60.544 ;40.439 ;50.754 ;39.532 ;59.814 ;98.976 ;34.949 ;37.582 ;68.943 
29221300;50014;35996;84.105 ;30.135 ;218.182 ;248.149 ;448.852 ;187.651 ;149.153 ;10.975 ;32.949 ;28.873 ;46.763 ;16.459 ;26.103 ;0;0;0;0;0;0;0;0;0
2922150000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;50.921 ;39.421 ;38.287 ;95.395 ;153.342 ;57.199 ;50.135 ;77.045 ;96.784 
2922160000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4790;14509;0;0
2922171000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;101.066 ;0;0;0;0;0;0;0 
2922180000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11448;7567;11683;6235;15313;15138
29221900;0;13979;13015;17751;36861;18188;43128;31492;66530;59780;0;0;0;14.354 ;0;0;0;0;0;0;0;0;0;0
2922191200;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2.363 ;0;0;0 
29221919;0;0;0;0;0;0;0;0;0;0;216;730 ;2.905 ;708 ;3.015 ;0;0;0;0;0;0;0;0;0
2922191900;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2.858 ;6.020 ;24.405 ;111.914 ;28.463 ;53.866 ;11.629 ;24.404 ;44.380 
29221990;0;0;0;0;0;0;0;0;0;0;101662;117807;192.023 ;279.553 ;223757;0;0;0;0;0;0;0;0;0
2922199000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;188716;219.437 ;212559;214889;228985;265285;347008;206699;292414
29222100;156 ;0;0;0;0;0;0;0;308 ;0;0;800 ;51.633 ;204 ;0;0;0;0;0;0;0;0;0;0
29222200;104;0;0;0;752;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0 
29222900;0;5584;21768;7869;1503;0;0;0;0;802;0;0;0;0;0;0;0;0;0;0;0;0;0;0
29222910;0;0;0;0;0;2150;2915;3323;7474;3937;10733;5679;9703;7668;11632;0;0;0;0;0;0;0;0;0
2922291000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12812;13339;10860;15433;17752;9080;16946;7932;13914
29222990;0;0;0;0;0;300;1050;59687;321053;175921;341981;432848;385092;41832;17126;0;0;0;0;0;0;0;0;0
2922299000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;25666;20900;8472;24498;117143;61805;5703;1098;42
29223000;22516;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0 
29223100;0;0;0;0;930;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0 
29223900;15.877 ;28.981 ;55000;67.398 ;74.824 ;71.938 ;19.928 ;0;0;0;0;5.168 ;0;0;14612;0;0;0;0;0;0;0;0;0
2922390000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;126;781;1.532 ;76;93;357;118;119
29224100;43620;110920;123340;51045;65022;43279;111224;206475;166261;176092;314281;356610;265117;115053;122.401 ;2670;0;0;0;0;0;0;0;0
2922410000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;189941;263593;234733;491337;1161351;658679;1310743;905191;554038
29224200;3101;2957;14733;19589;45055;34975;83929;72934;58203;85016;71690;107899;79220;67815;115168;0;0;0;0;0;0;0;0;0 
2922420000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;70910;60684;156081;115846;95912;698125;279487;221438;91968
29224400;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
29224900;36918;194204;29743;41078;32172;46041;90622;42703;177868;526746;513632;578052;1251705;612682;532625;0;0;0;0;0;0;0;0;0
2922490000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;595523;948459;952105;933.949 ;1.747.602 ;2138654;2935591;3332401;2829466
29225000;21253;9198;18670;92148;123683;72093;547287;44799;87195;78802;168960;167887;265940;156131;99542;0;0;0;0;0;0;0;0;0
2922500000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;183575;374.411 ;298740;612288;641942;629.448 ;819.627 ;773.453 ;673.506 
29231000;18671;5160;18173;17219;187176;69500;250211;167598;303600;381234;87853;6.922 ;7.935 ;15;5.840 ;0;0;0;0;0;0;0;0;0
2923100000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2.730 ;3.041 ;2.436 ;9.512 ;79272;121498;117132;138106;114535
29232000;10798;31475;22657;16027;9462;17923;45142;37962;43894;142177;107437;63141;136454;189876;153324;0;0;0;0;0;0;0;0;0
2923200000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;133015;140373;115295;122997;162295;336860;343457;293787;311088
29239000;40509;171158;180050;25185;68764;47913;31601;9281;11464;81288;243787;301608;376806;99070;241276;296 ;0;0;0;0;0;0;0;0 
2923900000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;105486;108777;111781;443195;480000;762950;442786;310964;332847
29241000;397423;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0 
2924110000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;142;908;1339;7785;11092;9275;1313;0;0
29241900;47680;0;1242;4132;16478;11870;8725;5133;8519;197308;20846;31547;32220;54115;8362;0;0;0;0;0;0;0;0;0 
2924190000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;19175;16423;7205;27501;61285;15650;33748;43770;6394
29242100;0;0;0;0;103;0;0;102460;0;13120;39630;756;29479;1995;4122;0;0;0;0;0;0;0;0;0 
2924210000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4791;8137;3925;1262;1800;819;2841;3775;1920
29242300;0;950;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0 
29242900;135693;571839;6423486;9929581;3542255;15939726;51397579;35445682;30803074;31184579;26.368.777 ;19.663.301 ;14.258.617 ;14.065.755 ;10.406.043 ;81128;0;0;0;0;0;0;0;0
2924290000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11.300.129 ;8.006.697 ;5.980.410 ;8.443.219 ;4.999.808 ;3.450.558 ;2.427.620 ;2.898.443 ;2.710.906 
29251100;11.633 ;20.291 ;41.847 ;59.280 ;51.416 ;244268;103798;207002;136.827 ;94.685 ;101740;148492;151012;184452;338876;3000;0;0;0;0;0;0;0;0
2925110000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;131663;137592;84128;119481;117379;166040;143126;163624;127606
29251200;0;0;0;0;101;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
29251900;3949;30.642 ;5.172 ;19.789 ;39.807 ;176.881 ;47.289 ;153.054 ;157.648 ;81.250 ;197.927 ;135.292 ;106.133 ;270.960 ;52.096 ;21;0;0;0;0;0;0;0;0
2925190000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;86.987 ;103.153 ;420.748 ;549.239 ;759.098 ;251.393 ;250.541 ;290.130 ;291.564 
29252000;25 ;2.350 ;4787;144;507 ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
29252900;0;0;0;0;0;8695;49435;39040;75623;30949;134777;5287;8630;5808;6374;0;0;0;0;0;0;0;0;0 
2925290000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12613;13884;15621;823;20256;54481;37738;123597;311807
29262000;0;0;56672;19021;250;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0 
2926200000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;60;19;0;216;0;0;99;250;0
2926300000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;42 ;0;0;0 
2926400000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;255;0;0;0;0;0;130;0
29269000;101715;70413;35003;0;0;10;4;42065;159;51115;88500;411065;101982;0;10;0;0;0;0;0;0;0;0;0 
2926900000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15409;64701;962993;79416;93681;187711;83137;270854;138274
29270000;0;2296;0;0;0;3449;4864;0;1812;0;0;0;335;7000;310;0;0;0;0;0;0;0;0;0
2927000000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5164;1483;1132;4746;2739;1607;3120;994;3250
29280000;0;0;294;1813;1355;5170;5952;4185;9472;9550;9573;5455;7470;187;1096;0;0;0;0;0;0;0;0;0 
2928000000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1549;25261;174;10864;16550;16187;5248;5109;27207
29291000;12488;32615;82656;288272;177093;1040141;311073;96788;188275;189442;2044876;1250877;804107;590130;191.764 ;0;0;0;0;0;0;0;0;0
2929100000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;163.847 ;658.805 ;146.173 ;214312;747589;915743;720361;544364;632008
29299000;13308;33108;33531;33151;32204;59218;64641;88893;80141;109050;0;0;0;6.576 ;0;0;0;0;0;0;0;0;0;0
29299090;0;0;0;0;0;0;0;0;0;0;160677;138171;170481;160209;223483;0;0;0;0;0;0;0;0;0 
2929909000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;167306;153410;897626;118125;87681;126450;80436;102910;126222
29302000;0;0;16627;7216;0;0;10;918;0;48687;0;223255;284005;17374;26537;17010;0;0;0;0;0;0;0;0
2930200000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;115157;2901;20047;1598;145556;2151;2577;818600;168004
29303000;0;0;0;0;0;0;0;0;0;0;0;0;3931;792;0;0;0;0;0;0;0;0;0;0 
2930300000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;59;0;0;0;0;0;0;0
29304000;1449;7520;208773;182500;109062;16482;201991;272.532 ;359183;90282;151200;268194;1088372;1117161;417189;0;0;0;0;0;0;0;0;0
2930400000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;648626;1016907;1111987;816409;3251330;3299340;3746185;3782309;4821746
29305010;0;0;0;0;0;0;582356;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0 
29309010;173368;100463;60753;35250;52106;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
29309020;0;0;0;0;0;0;0;0;0;0;0;43.054 ;0;0;0;0;0;0;0;0;0;0;0;0
2930902000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;125 ;361 ;0;0;0;0;0;0 
29309039;0;0;0;0;0;0;0;0;0;0;0;0;0;15.058 ;26.007 ;0;0;0;0;0;0;0;0;0
2930903900;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;84.840 ;32.423 ;41844;56343;34435;127.324 ;57.643 ;93.785 ;55.349 
2930904900;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;200;200;2362
29309090;24390;55565;0;1091;38046;223126;71184;3679;9556;13898;0;10780;0;1005;0;0;0;0;0;0;0;0;0;0 
2930909100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1347;0;0;0;0;0
29309094;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1062;0;0;0;0;0;0;0;0;0 
29309099;0;0;0;0;0;0;0;0;0;0;146482;78579;48551;74325;31706;0;0;0;0;0;0;0;0;0
2930909900;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;52669;41647;40757;328459;50196;35503;427084;40489;2969842
29310000;37.997 ;21.348 ;49.971 ;94.262 ;192.003 ;137.485 ;223.981 ;67.513 ;95.237 ;9.732 ;0;0;0;0;0;0;0;0;0;0;0;0;0;0
29312090;0;0;0;0;0;0;0;0;0;0;0;3608;0;0;0;0;0;0;0;0;0;0;0;0 
2931209000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4773;0;1036;0;0;0;0
2931310000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7.888 ;11.628 ;0;0;0;0 
2931390000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4856;4118;286;0;0;0;0;0;0
